what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032431938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032440652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032446093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334032485271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334032492652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032493948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334032507681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334032512857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032514916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032516023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032551812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032608602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032629116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032633836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032648937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032653253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032663352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032675755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032690127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334032706570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334032710468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334032739921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032741300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032754618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032757118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032780001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032817283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334032861175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032862346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032865203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032888606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032891633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032902001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334032969518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334032994742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334032995140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1334032996648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334033005395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033007266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033049973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334033058946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334033110619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334033116069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033120058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033120135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334033133103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334033135337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334033136361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334033148146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334033155406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334033155992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033171785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033174348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334033175505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334033176202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033182627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033183586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033183935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033186039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033190680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033230621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334033240158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033258792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334033261637
